date_day,station,temp_F_max,temp_F_min,temp_F_mean,precip_in_sum
2017-11-21,Indian Ridge,40,32,35,0.1
2017-11-21,Sanfoin Bench,38,28,33.8,0.1
2017-11-20,Indian Ridge,42,33,38.2,0.1
2017-11-20,South Baldy Ridge,40,35,37.1,0.2
2017-11-20,Baldy Summit,38,32,33.4,0.1
2017-11-20,Baldy Draw,42,37,38.7,0.3
2017-11-20,Sanfoin Bench,44,28,36.9,0.3
2017-11-20,Orchard House,44,30,39.1,0.3
2017-11-19,Baldy Draw,42,31,39.2,0
2017-11-19,Orchard House,45,23,31.7,0
2017-11-19,Indian Ridge,42,24,32.2,0
2017-11-19,Baldy Summit,36,26,30.9,0
2017-11-19,South Baldy Ridge,40,28,34.6,0
2017-11-19,Sanfoin Bench,46,26,35.1,0
2017-11-18,Indian Ridge,41,31,36.7,0
2017-11-18,South Baldy Ridge,38,29,31.9,0
2017-11-18,Sanfoin Bench,45,27,36.6,0
2017-11-18,Baldy Draw,39,31,33.8,0
2017-11-18,Orchard House,44,28,36.8,0
2017-11-18,Baldy Summit,32,25,27.4,0
2017-11-17,Indian Ridge,36,30,33.1,0
2017-11-17,Baldy Summit,27,23,25.5,0
2017-11-17,Sanfoin Bench,40,31,35.4,0
2017-11-17,South Baldy Ridge,31,28,29.5,0
2017-11-17,Baldy Draw,34,29,31.1,0
2017-11-17,Orchard House,40,32,35.2,0
2017-11-16,Indian Ridge,44,30,37.1,0
2017-11-16,Baldy Summit,38,26,31.5,0
2017-11-16,South Baldy Ridge,41,29,35.8,0
2017-11-16,Baldy Draw,45,30,37.9,0
2017-11-16,Sanfoin Bench,46,34,39.9,0
2017-11-16,Orchard House,47,29,38.1,0
2017-11-15,Indian Ridge,38,22,29.6,0
2017-11-15,South Baldy Ridge,40,29,34.6,0
2017-11-15,Baldy Draw,42,27,35.8,0
2017-11-15,Sanfoin Bench,41,26,33.7,0
2017-11-15,Orchard House,41,23,29.8,0
2017-11-15,Baldy Summit,36,25,30.5,0
2017-11-14,Baldy Draw,38,30,34.2,0
2017-11-14,Indian Ridge,42,29,35.3,0
2017-11-14,Baldy Summit,31,25,28.8,0
2017-11-14,Orchard House,46,28,36.5,0
2017-11-14,Sanfoin Bench,46,27,36.4,0
2017-11-14,South Baldy Ridge,36,29,32.4,0
2017-11-13,Indian Ridge,54,27,37.8,0
2017-11-13,Baldy Summit,44,29,34.9,0
2017-11-13,Orchard House,56,22,33.9,0.1
2017-11-13,Baldy Draw,53,32,40.7,0
2017-11-13,South Baldy Ridge,50,32,39,0
2017-11-13,Sanfoin Bench,56,26,39,0.1
2017-11-12,Baldy Draw,40,29,35.2,0
2017-11-12,Baldy Summit,37,29,32.7,0
2017-11-12,Indian Ridge,40,30,33.8,0
2017-11-12,Orchard House,43,29,34.5,0
2017-11-12,Sanfoin Bench,43,29,34.1,0
2017-11-12,South Baldy Ridge,41,32,36.4,0
2017-11-11,Sanfoin Bench,42,32,37.1,0
2017-11-11,South Baldy Ridge,38,33,34.9,0
2017-11-11,Baldy Summit,33,30,30.8,0
2017-11-11,Orchard House,42,33,37,0
2017-11-11,Indian Ridge,39,33,35.8,0
2017-11-11,Baldy Draw,39,33,35.4,0
2017-11-10,Baldy Draw,37,34,35.6,0
2017-11-10,Orchard House,41,33,36.2,0
2017-11-10,South Baldy Ridge,36,33,34.2,0
2017-11-10,Sanfoin Bench,40,31,35.7,0
2017-11-10,Indian Ridge,38,32,35.1,0
2017-11-10,Baldy Summit,32,28,30.7,0
2017-11-09,Sanfoin Bench,40,30,33.4,0.1
2017-11-09,Baldy Summit,35,29,31.5,0
2017-11-09,Indian Ridge,39,27,34.1,0
2017-11-09,Baldy Draw,39,26,31.8,0.1
2017-11-09,South Baldy Ridge,39,30,34.2,0
2017-11-09,Orchard House,40,29,33.4,0.1
2017-11-08,Indian Ridge,28,21,26.1,0
2017-11-08,Sanfoin Bench,32,24,29.9,0
2017-11-08,Baldy Draw,30,23,26.2,0
2017-11-08,South Baldy Ridge,34,24,28.2,0
2017-11-08,Orchard House,31,23,27.2,0
2017-11-08,Baldy Summit,32,22,26.1,0
2017-11-07,Sanfoin Bench,36,25,29.8,0
2017-11-07,Baldy Draw,30,22,25.3,0
2017-11-07,Baldy Summit,24,18,20.1,0
2017-11-07,Orchard House,36,23,27.6,0
2017-11-07,Indian Ridge,32,20,25.2,0
2017-11-07,South Baldy Ridge,28,20,23.4,0
2017-11-06,Sanfoin Bench,35,25,28.4,0
2017-11-06,Baldy Draw,29,21,24.6,0
2017-11-06,Indian Ridge,32,22,25,0
2017-11-06,South Baldy Ridge,29,21,24,0
2017-11-06,Baldy Summit,25,19,22.6,0
2017-11-06,Orchard House,35,23,26.8,0
2017-11-05,Indian Ridge,34,28,31.3,0
2017-11-05,Baldy Summit,26,22,23.9,0
2017-11-05,Sanfoin Bench,37,28,31.6,0
2017-11-05,Orchard House,37,28,31.8,0
2017-11-05,South Baldy Ridge,30,24,26.6,0
2017-11-05,Baldy Draw,32,26,28.8,0
2017-11-04,Orchard House,33,25,29,0.1
2017-11-04,Indian Ridge,31,24,27.2,0
2017-11-04,Baldy Summit,24,21,22.3,0
2017-11-04,South Baldy Ridge,28,23,25.5,0
2017-11-04,Baldy Draw,29,25,27.5,0
2017-11-04,Sanfoin Bench,34,26,30.7,0
2017-11-03,Sanfoin Bench,33,29,31.6,0
2017-11-03,Indian Ridge,30,26,28.9,0
2017-11-03,South Baldy Ridge,32,27,29.2,0
2017-11-03,Orchard House,33,29,31.2,0
2017-11-03,Baldy Draw,31,27,28.7,0
2017-11-03,Baldy Summit,30,24,27,0
2017-11-02,Baldy Draw,31,28,29.6,0.1
2017-11-02,Indian Ridge,31,27,29.3,0
2017-11-02,Orchard House,34,30,31.6,0.1
2017-11-02,Baldy Summit,29,27,27.6,0
2017-11-02,South Baldy Ridge,32,28,29.7,0.1
2017-11-02,Sanfoin Bench,36,30,32.4,0.1
2017-11-01,Orchard House,55,31,40.3,0.2
2017-11-01,Baldy Draw,49,28,37.6,0.1
2017-11-01,South Baldy Ridge,48,28,35.5,0.2
2017-11-01,Indian Ridge,53,29,38.1,0.1
2017-11-01,Baldy Summit,42,26,31.9,0
2017-11-01,Sanfoin Bench,53,32,40.4,0.4
2017-10-31,Sanfoin Bench,53,25,38.8,0
2017-10-31,Baldy Draw,50,28,42.2,0
2017-10-31,Indian Ridge,53,25,36.3,0
2017-10-31,Baldy Summit,43,24,32.6,0
2017-10-31,South Baldy Ridge,49,25,36.4,0
2017-10-31,Orchard House,56,20,32.9,0
2017-10-30,South Baldy Ridge,37,28,31.9,0
2017-10-30,Sanfoin Bench,45,25,36,0
2017-10-30,Baldy Summit,33,23,27.5,0
2017-10-30,Baldy Draw,40,30,34.1,0
2017-10-30,Indian Ridge,41,29,36.3,0
2017-10-30,Orchard House,44,28,36.4,0
2017-10-29,South Baldy Ridge,53,33,42.1,0
2017-10-29,Indian Ridge,49,32,40.3,0
2017-10-29,Baldy Draw,47,35,41.5,0
2017-10-29,Baldy Summit,52,27,38.4,0
2017-10-29,Orchard House,52,30,39.4,0
2017-10-29,Sanfoin Bench,53,27,38.3,0
2017-10-28,Indian Ridge,54,32,43.1,0
2017-10-28,Sanfoin Bench,57,27,38.9,0
2017-10-28,South Baldy Ridge,57,37,46.5,0
2017-10-28,Baldy Summit,54,35,44.9,0
2017-10-28,Orchard House,58,29,41.5,0
2017-10-28,Baldy Draw,56,34,43.2,0
2017-10-27,Baldy Draw,51,33,41.2,0
2017-10-27,Sanfoin Bench,54,27,39.6,0
2017-10-27,Baldy Summit,50,32,39.7,0
2017-10-27,South Baldy Ridge,52,34,41.1,0
2017-10-27,Indian Ridge,51,28,39,0
2017-10-27,Orchard House,55,27,39.6,0
2017-10-26,Baldy Draw,47,35,42.7,0
2017-10-26,Baldy Summit,42,27,34.9,0
2017-10-26,South Baldy Ridge,45,32,39.3,0
2017-10-26,Indian Ridge,50,37,44,0
2017-10-26,Orchard House,52,35,44.3,0
2017-10-26,Sanfoin Bench,51,37,44.4,0
2017-10-25,Sanfoin Bench,70,29,47,0
2017-10-25,South Baldy Ridge,59,43,49.6,0
2017-10-25,Orchard House,69,27,45,0
2017-10-25,Baldy Summit,55,41,46.1,0
2017-10-25,Indian Ridge,66,33,45.7,0
2017-10-25,Baldy Draw,61,38,49.5,0
2017-10-24,Sanfoin Bench,60,28,41.5,0
2017-10-24,Baldy Summit,50,33,42,0
2017-10-24,Indian Ridge,56,34,44.2,0
2017-10-24,South Baldy Ridge,54,35,44.3,0
2017-10-24,Baldy Draw,55,37,46,0
2017-10-24,Orchard House,59,28,41.6,0
2017-10-23,South Baldy Ridge,46,36,40.7,0
2017-10-23,Sanfoin Bench,56,32,43.8,0
2017-10-23,Indian Ridge,52,37,43.7,0
2017-10-23,Baldy Summit,42,32,36.4,0
2017-10-23,Baldy Draw,49,37,42,0
2017-10-23,Orchard House,55,35,44.2,0
2017-10-22,Baldy Summit,42,32,36.6,0.1
2017-10-22,Indian Ridge,54,39,43.9,0.2
2017-10-22,Orchard House,56,41,46.4,0.2
2017-10-22,Sanfoin Bench,57,41,46.9,0.3
2017-10-22,Baldy Draw,52,38,42.2,0.1
2017-10-22,South Baldy Ridge,48,35,40.3,0.1
2017-10-21,Orchard House,47,35,41.2,0
2017-10-21,Sanfoin Bench,48,34,41.4,0
2017-10-21,Indian Ridge,44,33,38.8,0
2017-10-21,Baldy Summit,34,28,30.5,0
2017-10-21,Baldy Draw,42,32,36.6,0
2017-10-21,South Baldy Ridge,39,31,34.7,0.1
2017-10-20,Baldy Summit,54,30,37.2,0
2017-10-20,Baldy Draw,59,36,43.6,0
2017-10-20,Indian Ridge,55,39,44.3,0
2017-10-20,South Baldy Ridge,57,33,41.4,0.1
2017-10-20,Orchard House,55,40,44.8,0
2017-10-20,Sanfoin Bench,54,34,43.6,0
2017-10-19,Orchard House,76,36,52.8,0
2017-10-19,Baldy Draw,70,55,60.4,0
2017-10-19,Sanfoin Bench,75,32,51.4,0
2017-10-19,Baldy Summit,62,50,54.5,0
2017-10-19,Indian Ridge,72,43,56.4,0
2017-10-19,South Baldy Ridge,68,52,58.2,0
2017-10-18,South Baldy Ridge,57,44,50.4,0
2017-10-18,Baldy Draw,61,45,51.7,0
2017-10-18,Baldy Summit,53,39,45.7,0
2017-10-18,Orchard House,66,45,54.8,0
2017-10-18,Indian Ridge,61,49,53.8,0
2017-10-18,Sanfoin Bench,65,43,54.3,0
2017-10-17,South Baldy Ridge,66,45,52.7,0
2017-10-17,Baldy Draw,69,49,57.6,0
2017-10-17,Baldy Summit,60,42,49.3,0
2017-10-17,Indian Ridge,69,46,56.8,0
2017-10-17,Orchard House,73,36,55.1,0
2017-10-17,Sanfoin Bench,73,29,52.8,0
2017-10-16,Sanfoin Bench,69,30,48.9,0
2017-10-16,Indian Ridge,65,36,50.8,0
2017-10-16,Baldy Draw,64,40,51.5,0
2017-10-16,Baldy Summit,56,39,47,0
2017-10-16,Orchard House,68,29,46.7,0
2017-10-16,South Baldy Ridge,62,40,50.4,0
2017-10-15,Baldy Draw,58,37,47,0
2017-10-15,Orchard House,62,37,46.5,0
2017-10-15,Indian Ridge,59,38,46.6,0
2017-10-15,Sanfoin Bench,62,36,45.9,0
2017-10-15,South Baldy Ridge,56,36,44.8,0
2017-10-15,Baldy Summit,52,33,40.7,0
2017-10-14,Indian Ridge,44,32,37.5,0
2017-10-14,Baldy Summit,33,26,31,0
2017-10-14,South Baldy Ridge,38,31,34.1,0
2017-10-14,Baldy Draw,43,31,36.1,0
2017-10-14,Orchard House,49,31,39.3,0
2017-10-14,Sanfoin Bench,48,31,39.4,0
2017-10-13,Baldy Draw,42,32,35.9,0
2017-10-13,Baldy Summit,32,27,28.9,0
2017-10-13,Sanfoin Bench,47,32,38.1,0
2017-10-13,Indian Ridge,44,32,37,0
2017-10-13,Orchard House,47,33,39.4,0
2017-10-13,South Baldy Ridge,40,31,33.7,0
2017-10-12,Baldy Draw,40,30,35.1,0
2017-10-12,South Baldy Ridge,38,29,33.2,0.1
2017-10-12,Baldy Summit,33,26,29.2,0
2017-10-12,Sanfoin Bench,48,27,35.9,0
2017-10-12,Orchard House,47,29,36.4,0
2017-10-12,Indian Ridge,43,28,35.9,0
2017-10-11,South Baldy Ridge,48,33,40.1,0
2017-10-11,Orchard House,51,33,42.4,0
2017-10-11,Sanfoin Bench,50,32,41.1,0
2017-10-11,Indian Ridge,47,34,41.1,0
2017-10-11,Baldy Summit,45,29,35.9,0
2017-10-11,Baldy Draw,46,34,41.1,0
2017-10-10,Baldy Summit,52,35,42.1,0
2017-10-10,Sanfoin Bench,65,27,43.7,0
2017-10-10,South Baldy Ridge,57,38,46,0
2017-10-10,Indian Ridge,60,30,42.5,0
2017-10-10,Baldy Draw,59,33,43.2,0
2017-10-10,Orchard House,64,28,43,0
2017-10-09,Baldy Draw,50,34,41.1,0
2017-10-09,Orchard House,55,29,41.8,0
2017-10-09,Indian Ridge,52,31,41.5,0
2017-10-09,Sanfoin Bench,56,29,42.3,0
2017-10-09,South Baldy Ridge,47,34,39.6,0
2017-10-09,Baldy Summit,43,30,35.3,0
2017-10-08,Baldy Summit,37,30,32.1,0.1
2017-10-08,Orchard House,50,36,41.3,0
2017-10-08,Sanfoin Bench,51,37,41.7,0.1
2017-10-08,Baldy Draw,45,33,37.9,0.1
2017-10-08,Indian Ridge,48,35,39.7,0
2017-10-08,South Baldy Ridge,42,32,36,0.1
2017-10-07,Orchard House,63,43,53.4,0
2017-10-07,Baldy Draw,57,41,48.1,0
2017-10-07,South Baldy Ridge,55,39,45.8,0
2017-10-07,Baldy Summit,50,34,40.4,0
2017-10-07,Indian Ridge,61,43,50.6,0
2017-10-07,Sanfoin Bench,63,45,53.7,0
2017-10-06,Orchard House,68,32,50.7,0
2017-10-06,Indian Ridge,64,36,50.2,0
2017-10-06,Sanfoin Bench,68,31,51.5,0
2017-10-06,Baldy Draw,62,39,50.3,0
2017-10-06,South Baldy Ridge,60,40,49,0
2017-10-06,Baldy Summit,55,37,45,0
2017-10-05,Baldy Draw,52,37,44.2,0
2017-10-05,Indian Ridge,52,38,44.9,0
2017-10-05,Orchard House,56,37,45.6,0
2017-10-05,South Baldy Ridge,51,35,41.6,0
2017-10-05,Sanfoin Bench,57,37,45.1,0
2017-10-05,Baldy Summit,46,33,38.1,0
2017-10-04,Baldy Draw,45,28,36.1,0.1
2017-10-04,Baldy Summit,39,28,33.9,0
2017-10-04,South Baldy Ridge,43,30,35.1,0.1
2017-10-04,Sanfoin Bench,50,26,37.8,0.1
2017-10-04,Indian Ridge,46,28,37.3,0.1
2017-10-04,Orchard House,49,26,37.7,0
2017-10-03,Baldy Draw,41,29,34.9,0
2017-10-03,Sanfoin Bench,49,34,38.8,0
2017-10-03,Indian Ridge,45,31,38,0
2017-10-03,Baldy Summit,33,25,28.3,0.1
2017-10-03,Orchard House,49,33,38.7,0
2017-10-03,South Baldy Ridge,40,28,32.5,0
2017-10-02,South Baldy Ridge,40,29,34.9,0.1
2017-10-02,Orchard House,47,34,40,0.2
2017-10-02,Indian Ridge,44,31,37.7,0.1
2017-10-02,Sanfoin Bench,47,35,40.5,0.1
2017-10-02,Baldy Draw,42,30,36.1,0.1
2017-10-02,Baldy Summit,35,26,31.3,0.1
2017-10-01,Orchard House,53,38,43.4,0
2017-10-01,Baldy Summit,39,32,34.5,0
2017-10-01,South Baldy Ridge,45,36,38.6,0.1
2017-10-01,Sanfoin Bench,52,35,42.6,0
2017-10-01,Indian Ridge,48,38,42.3,0
2017-10-01,Baldy Draw,46,37,40.3,0.1
2017-09-30,Baldy Summit,53,38,43.8,0.1
2017-09-30,Indian Ridge,57,45,50.1,0.1
2017-09-30,Sanfoin Bench,56,42,48.7,0.1
2017-09-30,South Baldy Ridge,56,43,47.6,0.1
2017-09-30,Orchard House,56,44,50.2,0.1
2017-09-30,Baldy Draw,58,43,49.5,0.2
2017-09-29,Indian Ridge,73,41,56.1,0
2017-09-29,South Baldy Ridge,69,47,58.6,0
2017-09-29,Orchard House,76,38,55.8,0
2017-09-29,Baldy Summit,65,48,55.5,0
2017-09-29,Baldy Draw,71,44,57.3,0
2017-09-29,Sanfoin Bench,75,35,54.5,0
2017-09-28,Orchard House,75,38,54.8,0
2017-09-28,South Baldy Ridge,69,46,56.9,0
2017-09-28,Baldy Draw,71,42,55.3,0
2017-09-28,Sanfoin Bench,75,34,53.5,0
2017-09-28,Baldy Summit,64,46,54.3,0
2017-09-28,Indian Ridge,72,40,54.7,0
2017-09-27,Baldy Draw,66,42,54,0
2017-09-27,Baldy Summit,59,42,50.6,0
2017-09-27,Indian Ridge,66,43,54.4,0
2017-09-27,South Baldy Ridge,64,43,53.3,0
2017-09-27,Sanfoin Bench,70,35,53.2,0
2017-09-27,Orchard House,70,39,53.5,0
2017-09-26,Indian Ridge,63,46,53.5,0
2017-09-26,Sanfoin Bench,67,46,53.7,0
2017-09-26,Orchard House,66,47,54.4,0
2017-09-26,Baldy Draw,61,48,54,0
2017-09-26,South Baldy Ridge,59,45,50.3,0
2017-09-26,Baldy Summit,55,42,46.5,0
2017-09-25,Indian Ridge,52,46,49.3,0
2017-09-25,Baldy Summit,44,39,41.3,0
2017-09-25,Sanfoin Bench,56,44,49.1,0
2017-09-25,Baldy Draw,51,45,48,0
2017-09-25,South Baldy Ridge,48,43,45.5,0
2017-09-25,Orchard House,56,45,50.2,0
2017-09-24,Baldy Draw,54,33,43.5,0
2017-09-24,Orchard House,60,32,45.8,0
2017-09-24,Sanfoin Bench,60,30,45.8,0
2017-09-24,South Baldy Ridge,51,34,42.6,0
2017-09-24,Baldy Summit,48,34,39.5,0
2017-09-24,Indian Ridge,56,32,45,0
2017-09-23,South Baldy Ridge,45,33,39.4,0
2017-09-23,Baldy Draw,48,31,39.6,0
2017-09-23,Sanfoin Bench,54,30,42.5,0
2017-09-23,Baldy Summit,40,29,35,0
2017-09-23,Indian Ridge,49,32,41.1,0
2017-09-23,Orchard House,52,32,42.7,0
2017-09-22,Sanfoin Bench,47,38,42.4,0
2017-09-22,Indian Ridge,43,36,39.5,0
2017-09-22,South Baldy Ridge,40,33,35.8,0
2017-09-22,Orchard House,47,38,42.3,0
2017-09-22,Baldy Summit,35,30,32,0.1
2017-09-22,Baldy Draw,41,35,38.2,0
2017-09-21,Baldy Draw,46,36,41.2,0
2017-09-21,Sanfoin Bench,51,38,44.6,0
2017-09-21,Indian Ridge,48,38,43.3,0
2017-09-21,Baldy Summit,40,32,35.5,0
2017-09-21,South Baldy Ridge,43,35,39.2,0
2017-09-21,Orchard House,52,38,44.8,0
2017-09-20,Indian Ridge,46,37,41.2,0.1
2017-09-20,Baldy Draw,44,37,39.1,0.1
2017-09-20,Orchard House,49,39,42.8,0.1
2017-09-20,Baldy Summit,37,32,33.3,0.2
2017-09-20,South Baldy Ridge,44,34,37.4,0.2
2017-09-20,Sanfoin Bench,48,39,42.8,0.1
2017-09-19,Baldy Summit,38,32,34.2,0
2017-09-19,Sanfoin Bench,53,40,44.1,0.1
2017-09-19,Baldy Draw,46,37,40.5,0.1
2017-09-19,Indian Ridge,49,39,42.2,0.1
2017-09-19,South Baldy Ridge,44,35,38.6,0.1
2017-09-19,Orchard House,53,40,43.9,0.1
2017-09-18,Indian Ridge,57,42,48.6,0.1
2017-09-18,South Baldy Ridge,54,38,47.6,0.3
2017-09-18,Baldy Summit,51,35,43.7,0.3
2017-09-18,Orchard House,58,43,50.3,0.2
2017-09-18,Baldy Draw,56,40,47.8,0.2
2017-09-18,Sanfoin Bench,58,42,49.6,0.2
2017-09-17,Sanfoin Bench,66,33,49,0
2017-09-17,Baldy Draw,62,37,50.3,0
2017-09-17,South Baldy Ridge,59,41,49,0
2017-09-17,Indian Ridge,64,36,49.9,0
2017-09-17,Baldy Summit,54,37,45,0
2017-09-17,Orchard House,66,35,50.3,0
2017-09-16,Baldy Draw,52,36,42.7,0
2017-09-16,Indian Ridge,53,38,45.2,0
2017-09-16,Sanfoin Bench,57,39,47,0
2017-09-16,South Baldy Ridge,50,35,42.5,0
2017-09-16,Baldy Summit,43,32,37.2,0.2
2017-09-16,Orchard House,56,40,47,0
2017-09-15,Indian Ridge,42,39,40.4,0.1
2017-09-15,Baldy Draw,41,37,38.3,0.3
2017-09-15,Sanfoin Bench,46,42,43.6,0.2
2017-09-15,South Baldy Ridge,39,35,36.6,0.4
2017-09-15,Baldy Summit,35,32,33,0.1
2017-09-15,Orchard House,45,41,43,0.3
2017-09-14,Orchard House,64,45,53.9,0.1
2017-09-14,Indian Ridge,62,43,51.8,0.1
2017-09-14,Sanfoin Bench,63,46,53.8,0.1
2017-09-14,Baldy Summit,54,35,44.3,0.1
2017-09-14,Baldy Draw,61,41,50.1,0.1
2017-09-14,South Baldy Ridge,60,39,48.6,0.1
2017-09-13,Sanfoin Bench,82,55,70,0
2017-09-13,Baldy Summit,69,57,62.4,0
2017-09-13,South Baldy Ridge,73,63,67,0
2017-09-13,Baldy Draw,76,64,70.1,0
2017-09-13,Orchard House,82,56,69.9,0
2017-09-13,Indian Ridge,79,58,69,0
2017-09-12,South Baldy Ridge,79,59,70.3,0
2017-09-12,Baldy Summit,76,60,67.8,0
2017-09-12,Indian Ridge,85,51,66.8,0
2017-09-12,Sanfoin Bench,84,41,63,0
2017-09-12,Baldy Draw,83,57,69.1,0
2017-09-12,Orchard House,85,46,66.4,0
2017-09-11,Baldy Draw,82,54,67.2,0
2017-09-11,Baldy Summit,77,54,63.6,0
2017-09-11,Sanfoin Bench,86,45,64.1,0
2017-09-11,Orchard House,85,49,66.8,0
2017-09-11,Indian Ridge,82,51,66.1,0
2017-09-11,South Baldy Ridge,80,56,67.1,0
2017-09-10,Indian Ridge,76,59,68.6,0
2017-09-10,Sanfoin Bench,81,54,71.1,0
2017-09-10,Baldy Draw,75,60,67.1,0
2017-09-10,South Baldy Ridge,72,59,65.2,0
2017-09-10,Baldy Summit,68,54,60.6,0
2017-09-10,Orchard House,81,57,71.2,0
2017-09-09,South Baldy Ridge,79,60,70.2,0
2017-09-09,Indian Ridge,84,57,70.6,0
2017-09-09,Baldy Summit,75,59,66.2,0
2017-09-09,Baldy Draw,83,59,69.9,0
2017-09-09,Orchard House,87,55,71.7,0
2017-09-09,Sanfoin Bench,87,51,69.6,0
2017-09-08,South Baldy Ridge,78,59,69.6,0
2017-09-08,Baldy Draw,80,57,68.9,0
2017-09-08,Orchard House,79,50,65.2,0
2017-09-08,Sanfoin Bench,79,47,63.1,0
2017-09-08,Baldy Summit,75,64,68.7,0
2017-09-08,Indian Ridge,76,53,65.3,0
2017-09-07,Baldy Draw,80,57,67.2,0
2017-09-07,Baldy Summit,80,60,70.8,0
2017-09-07,Indian Ridge,77,57,67.4,0
2017-09-07,Sanfoin Bench,80,44,61.9,0
2017-09-07,Orchard House,80,49,63.4,0
2017-09-07,South Baldy Ridge,82,59,70.1,0
2017-09-06,South Baldy Ridge,76,58,66.2,0
2017-09-06,Orchard House,78,48,62.3,0
2017-09-06,Baldy Summit,78,59,67,0
2017-09-06,Baldy Draw,78,57,65.2,0
2017-09-06,Indian Ridge,75,51,63.3,0
2017-09-06,Sanfoin Bench,79,44,59.1,0
2017-09-05,Baldy Draw,79,52,64.8,0
2017-09-05,Indian Ridge,78,50,62.9,0
2017-09-05,Orchard House,81,46,63.4,0
2017-09-05,Baldy Summit,74,53,62.4,0
2017-09-05,South Baldy Ridge,76,54,64.3,0
2017-09-05,Sanfoin Bench,80,41,60,0
2017-09-04,Baldy Draw,78,64,69.1,0
2017-09-04,Sanfoin Bench,76,51,64.8,0
2017-09-04,Orchard House,77,59,66.9,0
2017-09-04,South Baldy Ridge,78,60,67.9,0
2017-09-04,Baldy Summit,73,54,61.7,0
2017-09-04,Indian Ridge,75,62,67.9,0
2017-09-03,Indian Ridge,88,57,73.2,0
2017-09-03,Orchard House,89,54,71.7,0
2017-09-03,Baldy Draw,88,69,79.4,0
2017-09-03,South Baldy Ridge,87,67,77.3,0
2017-09-03,Sanfoin Bench,83,46,67.3,0
2017-09-03,Baldy Summit,83,67,74.8,0
2017-09-02,Baldy Draw,87,58,72.3,0
2017-09-02,Baldy Summit,80,62,70.5,0
2017-09-02,Orchard House,89,50,69.9,0
2017-09-02,Indian Ridge,89,54,71.1,0
2017-09-02,Sanfoin Bench,87,45,65.8,0
2017-09-02,South Baldy Ridge,84,63,73.6,0
2017-09-01,Indian Ridge,81,54,68.4,0
2017-09-01,Orchard House,84,51,67.9,0
2017-09-01,Sanfoin Bench,84,45,65.5,0
2017-09-01,South Baldy Ridge,78,58,67.5,0
2017-09-01,Baldy Draw,81,59,70.4,0
2017-09-01,Baldy Summit,74,54,63.6,0
2017-08-31,Indian Ridge,82,58,72.3,0
2017-08-31,Sanfoin Bench,84,54,71.5,0
2017-08-31,Orchard House,84,55,70.1,0
2017-08-31,South Baldy Ridge,76,60,67.1,0
2017-08-31,Baldy Draw,80,60,69.2,0
2017-08-31,Baldy Summit,71,58,63.6,0
2017-08-30,Orchard House,85,56,70.8,0
2017-08-30,Indian Ridge,82,61,72.2,0
2017-08-30,Baldy Summit,81,60,70.7,0
2017-08-30,Baldy Draw,84,65,73.5,0
2017-08-30,Sanfoin Bench,85,51,67.8,0
2017-08-30,South Baldy Ridge,83,65,74.1,0
2017-08-29,Indian Ridge,89,63,75.2,0
2017-08-29,Sanfoin Bench,90,56,69.7,0
2017-08-29,Orchard House,91,60,75.1,0
2017-08-29,Baldy Summit,84,66,74.9,0
2017-08-29,South Baldy Ridge,87,66,76.9,0
2017-08-29,Baldy Draw,88,64,75.6,0
2017-08-28,Baldy Draw,87,61,73.3,0
2017-08-28,Orchard House,89,49,68.7,0
2017-08-28,Baldy Summit,81,65,72.1,0
2017-08-28,Indian Ridge,87,55,70.9,0
2017-08-28,Sanfoin Bench,90,43,64.9,0
2017-08-28,South Baldy Ridge,83,65,74.2,0
2017-08-27,Sanfoin Bench,87,42,65.7,0
2017-08-27,Indian Ridge,85,52,68.1,0
2017-08-27,Orchard House,88,48,67.9,0
2017-08-27,Baldy Draw,83,58,70.4,0
2017-08-27,Baldy Summit,79,59,69.4,0
2017-08-27,South Baldy Ridge,82,59,71.1,0
2017-08-26,Sanfoin Bench,80,44,66.3,0
2017-08-26,Baldy Draw,78,53,66.8,0
2017-08-26,Baldy Summit,71,55,63.7,0
2017-08-26,South Baldy Ridge,78,58,66.8,0
2017-08-26,Orchard House,82,48,66.6,0
2017-08-26,Indian Ridge,78,52,67.4,0
2017-08-25,Indian Ridge,81,64,74.5,0
2017-08-25,Sanfoin Bench,84,47,66.8,0
2017-08-25,Baldy Summit,72,53,61.4,0
2017-08-25,South Baldy Ridge,76,57,65.2,0
2017-08-25,Orchard House,85,51,67.8,0
2017-08-25,Baldy Draw,80,58,68.9,0
2017-08-24,Indian Ridge,,,,0
2017-08-24,Baldy Draw,74,60,68.8,0
2017-08-24,South Baldy Ridge,73,60,67.4,0
2017-08-24,Baldy Summit,69,56,63.5,0.1
2017-08-24,Sanfoin Bench,78,61,68.9,0
2017-08-24,Orchard House,79,58,68.7,0
2017-08-23,South Baldy Ridge,81,64,72.5,0
2017-08-23,Indian Ridge,,,,0
2017-08-23,Baldy Draw,84,60,71.6,0
2017-08-23,Baldy Summit,78,62,69.7,0
2017-08-23,Sanfoin Bench,86,49,70.5,0
2017-08-23,Orchard House,89,50,70.3,0
2017-08-22,Indian Ridge,,,,0
2017-08-22,Baldy Summit,78,57,67.6,0
2017-08-22,Baldy Draw,82,59,72.4,0
2017-08-22,Sanfoin Bench,87,55,71.3,0
2017-08-22,Orchard House,87,48,67.2,0
2017-08-22,South Baldy Ridge,81,56,69.2,0
