date_day,station,temp_F_max,temp_F_min,temp_F_mean,precip_in_sum
2020-01-19,Indian Ridge,44,26,32.7,0
2020-01-19,Baldy Summit,34,26,29,0
2020-01-19,South Baldy Ridge,39,29,32.6,0
2020-01-19,Sanfoin Bench,47,25,33.1,0
2020-01-19,Orchard House,46,27,33.4,0
2020-01-19,Baldy Draw,41,29,33.9,0
2020-01-18,Baldy Draw,32,22,27.9,0
2020-01-18,South Baldy Ridge,30,22,26.1,0
2020-01-18,Orchard House,34,24,28.6,0
2020-01-18,Baldy Summit,26,18,21.7,0
2020-01-18,Sanfoin Bench,34,24,29,0
2020-01-18,Indian Ridge,31,22,26.9,0
2020-01-17,Indian Ridge,33,26,29,0
2020-01-17,Baldy Summit,31,17,21.1,0
2020-01-17,Sanfoin Bench,35,27,30.9,0
2020-01-17,Orchard House,35,26,31,0
2020-01-17,Baldy Draw,38,23,26.7,0
2020-01-17,South Baldy Ridge,36,22,25.7,0
2020-01-16,Orchard House,44,28,35.3,0
2020-01-16,Baldy Draw,40,27,35.1,0
2020-01-16,Sanfoin Bench,46,29,34.6,0
2020-01-16,Baldy Summit,33,20,27.6,0
2020-01-16,Indian Ridge,43,28,34.5,0
2020-01-16,South Baldy Ridge,38,24,32.2,0
2020-01-15,Baldy Draw,27,17,24.5,0
2020-01-15,Baldy Summit,20,7,13.1,0
2020-01-15,Sanfoin Bench,33,14,28,0
2020-01-15,Indian Ridge,30,15,22.9,0
2020-01-15,Orchard House,32,16,24.4,0
2020-01-15,South Baldy Ridge,24,11,18.4,0
2020-01-14,South Baldy Ridge,25,16,20,0
2020-01-14,Baldy Draw,27,16,21.6,0
2020-01-14,Indian Ridge,27,18,21.6,0
2020-01-14,Sanfoin Bench,30,20,26.4,0.1
2020-01-14,Baldy Summit,18,11,16.1,0
2020-01-14,Orchard House,29,20,23.7,0
2020-01-13,Sanfoin Bench,31,24,28,0
2020-01-13,Baldy Summit,22,14,16.6,0
2020-01-13,Orchard House,32,22,26.7,0
2020-01-13,South Baldy Ridge,24,18,20.4,0
2020-01-13,Baldy Draw,27,19,22.9,0
2020-01-13,Indian Ridge,30,20,24.7,0
2020-01-12,Indian Ridge,35,28,30.5,0
2020-01-12,South Baldy Ridge,30,23,25.7,0
2020-01-12,Baldy Summit,24,21,22.2,0
2020-01-12,Orchard House,38,30,32.6,0
2020-01-12,Baldy Draw,33,26,28,0
2020-01-12,Sanfoin Bench,38,30,33,0
2020-01-11,Baldy Summit,26,22,23.9,0
2020-01-11,South Baldy Ridge,29,24,26.3,0
2020-01-11,Baldy Draw,32,27,29.1,0
2020-01-11,Indian Ridge,34,29,31,0
2020-01-11,Orchard House,36,31,33,0
2020-01-11,Sanfoin Bench,37,31,33.6,0
2020-01-10,Orchard House,31,14,24.3,0
2020-01-10,Baldy Draw,27,17,23.8,0
2020-01-10,Sanfoin Bench,32,20,27.8,0
2020-01-10,Indian Ridge,29,15,22.4,0
2020-01-10,Baldy Summit,23,10,14.9,0
2020-01-10,South Baldy Ridge,24,13,18.7,0
2020-01-09,South Baldy Ridge,26,18,22.7,0
2020-01-09,Sanfoin Bench,34,27,29.9,0
2020-01-09,Baldy Draw,28,21,25.2,0
2020-01-09,Orchard House,34,24,29.5,0
2020-01-09,Indian Ridge,31,23,27.5,0
2020-01-09,Baldy Summit,21,13,18.2,0
2020-01-08,Baldy Draw,40,28,33.4,0
2020-01-08,Orchard House,41,32,36.3,0
2020-01-08,Indian Ridge,39,31,34.8,0
2020-01-08,Baldy Summit,34,21,27.3,0
2020-01-08,South Baldy Ridge,37,26,30.8,0
2020-01-08,Sanfoin Bench,41,31,36.3,0
2020-01-07,Baldy Summit,35,30,32.6,0
2020-01-07,Indian Ridge,45,35,40.3,0
2020-01-07,Orchard House,48,36,41.8,0
2020-01-07,Sanfoin Bench,46,34,39.3,0
2020-01-07,Baldy Draw,42,36,38.5,0
2020-01-07,South Baldy Ridge,40,34,36.4,0
2020-01-06,Sanfoin Bench,39,28,35.8,0
2020-01-06,Baldy Draw,38,25,31,0
2020-01-06,Baldy Summit,29,22,24.9,0
2020-01-06,Indian Ridge,39,27,32.5,0
2020-01-06,Orchard House,42,28,34.5,0
2020-01-06,South Baldy Ridge,35,23,28,0
2020-01-05,Sanfoin Bench,39,28,33,0
2020-01-05,Baldy Summit,25,20,22.3,0
2020-01-05,Orchard House,39,30,33.3,0
2020-01-05,South Baldy Ridge,30,24,26.9,0
2020-01-05,Baldy Draw,32,27,29.4,0
2020-01-05,Indian Ridge,36,28,31.5,0
2020-01-04,South Baldy Ridge,41,26,32.3,0
2020-01-04,Indian Ridge,42,27,34.8,0
2020-01-04,Baldy Draw,40,28,32.1,0.1
2020-01-04,Sanfoin Bench,40,31,35.4,0.1
2020-01-04,Baldy Summit,37,22,28.2,0
2020-01-04,Orchard House,42,28,35.3,0.1
2020-01-03,Baldy Summit,34,25,29.5,0
2020-01-03,Orchard House,47,30,36.6,0
2020-01-03,South Baldy Ridge,40,27,34.1,0
2020-01-03,Indian Ridge,44,28,35.7,0
2020-01-03,Baldy Draw,43,28,36,0
2020-01-03,Sanfoin Bench,45,30,34.3,0
2020-01-02,Orchard House,38,32,34.7,0
2020-01-02,South Baldy Ridge,33,26,29.3,0
2020-01-02,Indian Ridge,36,29,33.2,0
2020-01-02,Baldy Draw,34,28,31.1,0
2020-01-02,Baldy Summit,28,23,25.2,0
2020-01-02,Sanfoin Bench,37,32,34.6,0
2020-01-01,Sanfoin Bench,42,36,39.6,0.3
2020-01-01,Indian Ridge,41,35,37.6,0.2
2020-01-01,Baldy Draw,38,32,35.4,0.1
2020-01-01,Orchard House,42,36,39.3,0.3
2020-01-01,Baldy Summit,31,28,30,0
2020-01-01,South Baldy Ridge,36,32,33.9,0.1
2019-12-31,South Baldy Ridge,36,24,30.7,0
2019-12-31,Baldy Summit,31,23,26.9,0
2019-12-31,Baldy Draw,38,24,33.6,0.1
2019-12-31,Orchard House,42,26,33,0.1
2019-12-31,Sanfoin Bench,41,33,35.8,0.1
2019-12-31,Indian Ridge,40,26,32.1,0.1
2019-12-30,Sanfoin Bench,32,27,30.6,0
2019-12-30,Baldy Summit,24,21,22.2,0
2019-12-30,Orchard House,32,25,27.6,0
2019-12-30,Baldy Draw,28,24,26,0
2019-12-30,South Baldy Ridge,28,22,24.3,0
2019-12-30,Indian Ridge,30,24,25.6,0
2019-12-29,Indian Ridge,26,22,24.3,0
2019-12-29,Orchard House,28,24,26,0
2019-12-29,Baldy Summit,25,18,22,0
2019-12-29,South Baldy Ridge,26,22,23.7,0
2019-12-29,Sanfoin Bench,30,25,27.7,0
2019-12-29,Baldy Draw,26,23,24.5,0
2019-12-28,South Baldy Ridge,26,21,22.8,0
2019-12-28,Orchard House,32,21,25.3,0
2019-12-28,Sanfoin Bench,34,25,29.5,0
2019-12-28,Baldy Draw,28,24,25.1,0
2019-12-28,Baldy Summit,21,17,18.2,0
2019-12-28,Indian Ridge,30,20,24.2,0
2019-12-27,Baldy Draw,26,15,21.8,0
2019-12-27,Sanfoin Bench,28,11,24.3,0
2019-12-27,Orchard House,27,12,20.2,0
2019-12-27,Indian Ridge,24,14,19.4,0
2019-12-27,Baldy Summit,20,14,17.2,0
2019-12-27,South Baldy Ridge,24,17,21,0
2019-12-26,Indian Ridge,29,18,21.5,0
2019-12-26,Baldy Summit,21,14,17.8,0
2019-12-26,Baldy Draw,27,19,22.6,0
2019-12-26,Orchard House,31,17,22.7,0
2019-12-26,South Baldy Ridge,26,17,20.5,0
2019-12-26,Sanfoin Bench,33,16,25,0
2019-12-25,Sanfoin Bench,36,26,30.3,0
2019-12-25,Baldy Summit,23,20,21.8,0
2019-12-25,South Baldy Ridge,28,22,24.5,0
2019-12-25,Orchard House,35,23,29.8,0
2019-12-25,Baldy Draw,31,23,26.2,0
2019-12-25,Indian Ridge,32,22,28.1,0
2019-12-24,South Baldy Ridge,33,24,29.4,0
2019-12-24,Indian Ridge,34,27,30.2,0
2019-12-24,Sanfoin Bench,35,29,32,0.1
2019-12-24,Baldy Draw,32,24,29.5,0.1
2019-12-24,Baldy Summit,29,22,26.5,0.1
2019-12-24,Orchard House,34,29,31.9,0
2019-12-23,Sanfoin Bench,40,28,34.3,0
2019-12-23,Indian Ridge,39,29,34.4,0
2019-12-23,Orchard House,39,30,34.7,0
2019-12-23,Baldy Summit,40,29,34.4,0
2019-12-23,Baldy Draw,46,32,38,0
2019-12-23,South Baldy Ridge,44,32,38.1,0
2019-12-22,Indian Ridge,54,40,47.7,0
2019-12-22,Sanfoin Bench,57,30,42.4,0
2019-12-22,Orchard House,56,36,47.6,0
2019-12-22,Baldy Summit,43,39,40.7,0
2019-12-22,South Baldy Ridge,49,43,44.9,0
2019-12-22,Baldy Draw,52,46,47.7,0
2019-12-21,South Baldy Ridge,51,41,45.5,0
2019-12-21,Baldy Draw,54,44,47.9,0
2019-12-21,Orchard House,58,42,50.2,0
2019-12-21,Sanfoin Bench,57,36,45.6,0
2019-12-21,Baldy Summit,45,38,41.8,0
2019-12-21,Indian Ridge,55,46,49.1,0
2019-12-20,Baldy Summit,42,31,37.4,0
2019-12-20,Sanfoin Bench,55,39,47.3,0
2019-12-20,Baldy Draw,50,36,43.9,0
2019-12-20,Indian Ridge,52,37,45.8,0
2019-12-20,Orchard House,55,38,47.3,0
2019-12-20,South Baldy Ridge,47,33,41,0
2019-12-19,Baldy Summit,31,24,27.7,0
2019-12-19,Sanfoin Bench,39,18,32.2,0
2019-12-19,Baldy Draw,38,29,35.5,0
2019-12-19,Indian Ridge,38,17,26.9,0
2019-12-19,Orchard House,40,17,26.1,0
2019-12-19,South Baldy Ridge,36,27,31.1,0
2019-12-18,Orchard House,25,14,19.5,0
2019-12-18,South Baldy Ridge,34,27,31.5,0
2019-12-18,Baldy Summit,31,25,28.3,0
2019-12-18,Sanfoin Bench,25,15,20.1,0
2019-12-18,Indian Ridge,23,16,20.1,0
2019-12-18,Baldy Draw,29,21,26.2,0
2019-12-17,Baldy Draw,30,20,24.4,0
2019-12-17,Orchard House,30,16,22.7,0
2019-12-17,South Baldy Ridge,30,22,26.1,0
2019-12-17,Sanfoin Bench,30,24,27.4,0
2019-12-17,Indian Ridge,28,18,23.6,0
2019-12-17,Baldy Summit,27,19,22.9,0
2019-12-16,South Baldy Ridge,27,20,23.4,0
2019-12-16,Baldy Draw,30,22,25.9,0
2019-12-16,Indian Ridge,32,21,25.6,0
2019-12-16,Orchard House,34,18,25.2,0
2019-12-16,Baldy Summit,22,16,18.3,0
2019-12-16,Sanfoin Bench,36,19,28.5,0
2019-12-15,South Baldy Ridge,24,21,22.8,0
2019-12-15,Orchard House,30,23,26,0
2019-12-15,Indian Ridge,27,22,25,0
2019-12-15,Sanfoin Bench,31,23,26.7,0
2019-12-15,Baldy Draw,27,24,24.6,0
2019-12-15,Baldy Summit,22,17,20,0
2019-12-14,South Baldy Ridge,28,24,25.2,0
2019-12-14,Sanfoin Bench,33,28,30.3,0.1
2019-12-14,Baldy Summit,24,21,23.2,0
2019-12-14,Indian Ridge,30,26,28,0
2019-12-14,Baldy Draw,30,26,27.4,0
2019-12-14,Orchard House,32,26,29.7,0.1
2019-12-13,Indian Ridge,38,31,34,0
2019-12-13,Orchard House,40,30,35,0
2019-12-13,Baldy Summit,28,24,26.5,0
2019-12-13,Baldy Draw,35,29,32.1,0
2019-12-13,Sanfoin Bench,41,30,34.6,0
2019-12-13,South Baldy Ridge,32,27,30.1,0
2019-12-12,Baldy Summit,30,28,29,0
2019-12-12,Baldy Draw,40,32,35.8,0
2019-12-12,Indian Ridge,43,29,35.2,0.1
2019-12-12,South Baldy Ridge,37,30,33.1,0
2019-12-12,Sanfoin Bench,46,33,39.4,0.1
2019-12-12,Orchard House,47,30,36.6,0.1
2019-12-11,Sanfoin Bench,36,30,33.2,0
2019-12-11,Orchard House,36,25,29.6,0
2019-12-11,South Baldy Ridge,34,30,31.7,0
2019-12-11,Baldy Draw,36,29,33.2,0
2019-12-11,Indian Ridge,35,25,29.8,0
2019-12-11,Baldy Summit,30,26,28.4,0
2019-12-10,Baldy Draw,40,28,33.3,0
2019-12-10,Indian Ridge,39,27,31.3,0
2019-12-10,South Baldy Ridge,38,28,32,0
2019-12-10,Sanfoin Bench,41,24,31.6,0
2019-12-10,Orchard House,41,25,31.1,0
2019-12-10,Baldy Summit,33,24,27.9,0
2019-12-09,Sanfoin Bench,38,27,32.4,0
2019-12-09,Baldy Summit,25,20,22.4,0
2019-12-09,Orchard House,38,23,30.4,0
2019-12-09,Indian Ridge,35,24,29.8,0
2019-12-09,Baldy Draw,32,26,29.7,0
2019-12-09,South Baldy Ridge,29,24,27.1,0
2019-12-08,South Baldy Ridge,37,28,33.9,0.1
2019-12-08,Baldy Draw,39,29,35.3,0.1
2019-12-08,Indian Ridge,41,30,35.9,0.1
2019-12-08,Orchard House,44,30,36.6,0
2019-12-08,Sanfoin Bench,45,33,37.1,0.1
2019-12-08,Baldy Summit,35,23,29.7,0
2019-12-07,Baldy Summit,36,31,33,0
2019-12-07,Sanfoin Bench,44,32,37.4,0
2019-12-07,Orchard House,44,25,32.8,0
2019-12-07,Indian Ridge,42,26,33.9,0
2019-12-07,South Baldy Ridge,40,35,36.7,0
2019-12-07,Baldy Draw,42,33,38.3,0
2019-12-06,Sanfoin Bench,41,26,32.3,0
2019-12-06,South Baldy Ridge,40,32,36.2,0
2019-12-06,Baldy Summit,36,29,32.5,0
2019-12-06,Orchard House,41,26,31.6,0
2019-12-06,Indian Ridge,38,27,32.1,0
2019-12-06,Baldy Draw,42,32,37,0
2019-12-05,South Baldy Ridge,38,32,35.4,0
2019-12-05,Sanfoin Bench,40,32,35.2,0
2019-12-05,Indian Ridge,37,31,34.3,0
2019-12-05,Orchard House,40,32,35.6,0
2019-12-05,Baldy Draw,37,31,34.2,0
2019-12-05,Baldy Summit,35,31,32.3,0
2019-12-04,Baldy Draw,42,34,37.8,0
2019-12-04,Baldy Summit,35,28,31.7,0
2019-12-04,South Baldy Ridge,39,32,35.5,0
2019-12-04,Orchard House,46,35,40.2,0
2019-12-04,Indian Ridge,43,36,39,0
2019-12-04,Sanfoin Bench,46,33,39.3,0
2019-12-03,Sanfoin Bench,50,28,37.1,0
2019-12-03,South Baldy Ridge,42,34,37.3,0
2019-12-03,Baldy Summit,36,30,32.7,0
2019-12-03,Baldy Draw,44,33,38.8,0
2019-12-03,Indian Ridge,47,31,38.3,0
2019-12-03,Orchard House,49,30,39.4,0
2019-12-02,Baldy Summit,32,24,28.8,0
2019-12-02,Indian Ridge,33,18,24.2,0
2019-12-02,Baldy Draw,36,23,33.6,0
2019-12-02,Sanfoin Bench,32,21,29.5,0
2019-12-02,South Baldy Ridge,36,26,32,0
2019-12-02,Orchard House,33,19,25.6,0
2019-12-01,Sanfoin Bench,21,11,18.8,0
2019-12-01,Orchard House,20,5,13.3,0
2019-12-01,South Baldy Ridge,27,14,22.1,0
2019-12-01,Baldy Summit,25,15,19.3,0
2019-12-01,Baldy Draw,22,10,17.6,0
2019-12-01,Indian Ridge,18,5,12.5,0
2019-11-30,Sanfoin Bench,28,19,24.8,0
2019-11-30,Orchard House,27,11,17.9,0
2019-11-30,Indian Ridge,24,12,16.8,0
2019-11-30,Baldy Draw,22,13,17.9,0
2019-11-30,Baldy Summit,17,9,12.6,0
2019-11-30,South Baldy Ridge,20,12,15.5,0
2019-11-29,Orchard House,18,9,14.4,0
2019-11-29,Baldy Summit,12,8,9.8,0
2019-11-29,Sanfoin Bench,18,18,18,0
2019-11-29,Indian Ridge,18,7,12.4,0
2019-11-29,Baldy Draw,14,10,12.2,0
2019-11-29,South Baldy Ridge,16,9,12.8,0
2019-11-28,Sanfoin Bench,28,15,23.3,0
2019-11-28,Baldy Summit,12,7,9.5,0
2019-11-28,South Baldy Ridge,17,12,14.5,0
2019-11-28,Baldy Draw,19,15,17.2,0
2019-11-28,Orchard House,26,13,20.7,0
2019-11-28,Indian Ridge,24,12,19.1,0
2019-11-27,South Baldy Ridge,24,14,19.6,0
2019-11-27,Orchard House,32,22,27.8,0
2019-11-27,Baldy Summit,18,9,14.8,0
2019-11-27,Baldy Draw,26,16,22.1,0
2019-11-27,Sanfoin Bench,32,22,28.7,0
2019-11-27,Indian Ridge,29,20,25.9,0
2019-11-26,Indian Ridge,31,22,25.9,0
2019-11-26,Sanfoin Bench,35,26,30.5,0
2019-11-26,South Baldy Ridge,28,21,23.5,0
2019-11-26,Baldy Draw,29,23,25.7,0
2019-11-26,Baldy Summit,24,16,19.2,0
2019-11-26,Orchard House,34,22,27.1,0
2019-11-25,South Baldy Ridge,30,25,26.7,0
2019-11-25,Orchard House,37,26,31.4,0
2019-11-25,Baldy Draw,32,26,28.6,0
2019-11-25,Baldy Summit,25,20,22.8,0
2019-11-25,Sanfoin Bench,40,26,31.6,0
2019-11-25,Indian Ridge,36,26,30.2,0
2019-11-24,Orchard House,50,35,42,0
2019-11-24,Baldy Draw,44,32,38.5,0
2019-11-24,Baldy Summit,38,26,32.2,0
2019-11-24,South Baldy Ridge,42,31,36.8,0
2019-11-24,Indian Ridge,46,35,40.9,0
2019-11-24,Sanfoin Bench,49,31,41,0
2019-11-23,Sanfoin Bench,46,19,33.9,0
2019-11-23,Baldy Draw,45,27,37.5,0
2019-11-23,Orchard House,44,19,31,0
2019-11-23,Baldy Summit,41,30,34.3,0
2019-11-23,South Baldy Ridge,46,30,37.7,0
2019-11-23,Indian Ridge,41,20,31.4,0
2019-11-22,Sanfoin Bench,43,18,29.7,0
2019-11-22,Baldy Draw,38,22,29.5,0
2019-11-22,South Baldy Ridge,37,24,30.5,0
2019-11-22,Orchard House,40,18,27,0
2019-11-22,Indian Ridge,38,18,27,0
2019-11-22,Baldy Summit,38,24,29.7,0
2019-11-21,South Baldy Ridge,31,21,26.1,0
2019-11-21,Sanfoin Bench,38,20,29.6,0
2019-11-21,Indian Ridge,34,19,26.8,0
2019-11-21,Orchard House,37,19,27.2,0
2019-11-21,Baldy Summit,31,18,23.6,0
2019-11-21,Baldy Draw,33,21,28.4,0
2019-11-20,South Baldy Ridge,35,26,29.6,0
2019-11-20,Indian Ridge,37,29,33.8,0.1
2019-11-20,Baldy Summit,31,21,24.9,0
2019-11-20,Baldy Draw,36,27,31.1,0.1
2019-11-20,Orchard House,40,28,35.6,0.1
2019-11-20,Sanfoin Bench,40,26,35.8,0.1
2019-11-19,Baldy Summit,42,31,33.8,0.1
2019-11-19,Baldy Draw,43,36,38.4,0.2
2019-11-19,Indian Ridge,42,36,39.1,0.1
2019-11-19,Orchard House,44,36,39.9,0.1
2019-11-19,South Baldy Ridge,45,34,37.4,0.2
2019-11-19,Sanfoin Bench,45,35,39.4,0.1
2019-11-18,Indian Ridge,52,42,47,0
2019-11-18,Baldy Draw,51,42,46.8,0
2019-11-18,Orchard House,55,40,46.8,0
2019-11-18,Baldy Summit,43,39,41.4,0
2019-11-18,Sanfoin Bench,55,38,45.7,0
2019-11-18,South Baldy Ridge,48,43,45.7,0
2019-11-17,Orchard House,47,36,40.9,0
2019-11-17,Baldy Draw,49,37,43.4,0.2
2019-11-17,Sanfoin Bench,45,35,39.8,0.2
2019-11-17,Indian Ridge,49,36,41.4,0.1
2019-11-17,Baldy Summit,43,32,38.7,0.2
2019-11-17,South Baldy Ridge,47,37,42.2,0.2
2019-11-16,Indian Ridge,47,34,40.4,0
2019-11-16,South Baldy Ridge,41,35,37.7,0
2019-11-16,Baldy Summit,36,32,33.5,0
2019-11-16,Baldy Draw,45,36,39.3,0
2019-11-16,Sanfoin Bench,51,33,40.1,0
2019-11-16,Orchard House,51,34,41.1,0
2019-11-15,Orchard House,36,30,33.2,0
2019-11-15,Baldy Summit,47,34,38.6,0
2019-11-15,Baldy Draw,42,28,34.1,0
2019-11-15,South Baldy Ridge,46,33,39.1,0
2019-11-15,Indian Ridge,36,29,31.8,0
2019-11-15,Sanfoin Bench,36,30,33.6,0
2019-11-14,South Baldy Ridge,41,32,35.3,0
2019-11-14,Orchard House,45,28,34.1,0
2019-11-14,Indian Ridge,42,29,34,0
2019-11-14,Sanfoin Bench,46,29,36.1,0
2019-11-14,Baldy Draw,42,31,35.2,0
2019-11-14,Baldy Summit,40,29,34,0
2019-11-13,Orchard House,46,30,35.8,0
2019-11-13,South Baldy Ridge,41,34,37.6,0
2019-11-13,Sanfoin Bench,48,30,35.5,0
2019-11-13,Baldy Draw,43,35,37.9,0
2019-11-13,Baldy Summit,39,32,34.1,0
2019-11-13,Indian Ridge,44,31,35.3,0
2019-11-12,Baldy Summit,42,29,33.7,0
2019-11-12,Sanfoin Bench,33,20,29.9,0
2019-11-12,Indian Ridge,32,20,26.1,0
2019-11-12,South Baldy Ridge,43,25,35.1,0
2019-11-12,Orchard House,32,20,27.4,0
2019-11-12,Baldy Draw,40,23,33.9,0
2019-11-11,Baldy Draw,29,18,23.3,0
2019-11-11,Baldy Summit,29,16,22.1,0
2019-11-11,Sanfoin Bench,33,18,25.6,0
2019-11-11,Orchard House,32,18,24.1,0
2019-11-11,Indian Ridge,29,17,21.9,0
2019-11-11,South Baldy Ridge,29,18,23,0
2019-11-10,Indian Ridge,50,22,37.9,0.1
2019-11-10,Baldy Draw,47,21,38.3,0.1
2019-11-10,South Baldy Ridge,45,21,37.5,0.1
2019-11-10,Sanfoin Bench,54,25,40.5,0.1
2019-11-10,Baldy Summit,42,16,33.4,0.1
2019-11-10,Orchard House,53,23,39.7,0
2019-11-09,South Baldy Ridge,55,43,48.1,0
2019-11-09,Baldy Draw,53,44,47.5,0
2019-11-09,Sanfoin Bench,52,24,39.6,0
2019-11-09,Orchard House,53,26,38.1,0
2019-11-09,Baldy Summit,49,38,44.8,0
2019-11-09,Indian Ridge,50,33,41,0
2019-11-08,Baldy Summit,51,35,43,0
2019-11-08,Baldy Draw,52,31,44.3,0
2019-11-08,South Baldy Ridge,55,37,45.1,0
2019-11-08,Sanfoin Bench,50,26,37.4,0
2019-11-08,Indian Ridge,48,22,34.5,0
2019-11-08,Orchard House,51,21,33.2,0
2019-11-07,Baldy Summit,40,24,31.4,0
2019-11-07,Baldy Draw,40,23,32.4,0
2019-11-07,Sanfoin Bench,45,17,33,0
2019-11-07,Indian Ridge,41,21,29.7,0
2019-11-07,South Baldy Ridge,41,25,32.6,0
2019-11-07,Orchard House,43,18,29.1,0
2019-11-06,Orchard House,43,25,34.3,0
2019-11-06,Baldy Draw,40,27,33.3,0
2019-11-06,Indian Ridge,39,27,33.1,0
2019-11-06,Sanfoin Bench,44,24,34.3,0
2019-11-06,Baldy Summit,42,22,29.9,0
2019-11-06,South Baldy Ridge,43,27,32.7,0
2019-11-05,Baldy Draw,55,38,46.5,0
2019-11-05,South Baldy Ridge,53,41,46.3,0
2019-11-05,Orchard House,57,28,40.9,0
2019-11-05,Indian Ridge,54,31,42.4,0
2019-11-05,Baldy Summit,49,38,42.2,0
2019-11-05,Sanfoin Bench,57,27,39.3,0
2019-11-04,Baldy Summit,40,34,37.4,0
2019-11-04,Baldy Draw,48,39,43.2,0
2019-11-04,South Baldy Ridge,45,38,41.9,0
2019-11-04,Orchard House,47,33,39.7,0
2019-11-04,Sanfoin Bench,48,32,38.7,0
2019-11-04,Indian Ridge,47,34,40,0
2019-11-03,Baldy Draw,46,36,40.7,0
2019-11-03,South Baldy Ridge,44,38,40.5,0
2019-11-03,Indian Ridge,47,29,36.7,0
2019-11-03,Sanfoin Bench,50,27,37.1,0
2019-11-03,Orchard House,49,28,36.4,0
2019-11-03,Baldy Summit,40,34,36.2,0
2019-11-02,Baldy Draw,41,28,33.9,0
2019-11-02,Indian Ridge,36,22,29.6,0
2019-11-02,South Baldy Ridge,43,30,35.6,0
2019-11-02,Sanfoin Bench,38,22,31.8,0
2019-11-02,Orchard House,39,23,30.3,0
2019-11-02,Baldy Summit,40,28,33.3,0
2019-11-01,South Baldy Ridge,37,20,29.3,0
2019-11-01,Indian Ridge,36,16,26.4,0
2019-11-01,Orchard House,40,15,26.5,0
2019-11-01,Sanfoin Bench,41,16,32.7,0
2019-11-01,Baldy Draw,37,18,29.4,0
2019-11-01,Baldy Summit,32,19,26.3,0
2019-10-31,Indian Ridge,30,14,21.9,0
2019-10-31,South Baldy Ridge,34,22,27.3,0
2019-10-31,Sanfoin Bench,33,13,25.3,0
2019-10-31,Baldy Draw,32,19,25.2,0
2019-10-31,Baldy Summit,31,21,26,0
2019-10-31,Orchard House,33,14,23.1,0
2019-10-30,Sanfoin Bench,32,4,25.6,0
2019-10-30,Orchard House,30,2,15,0
2019-10-30,Indian Ridge,29,2,13.8,0
2019-10-30,Baldy Draw,27,6,17.8,0
2019-10-30,Baldy Summit,24,5,13.8,0
2019-10-30,South Baldy Ridge,28,8,16.4,0
2019-10-29,Sanfoin Bench,24,7,16.3,0
2019-10-29,Baldy Draw,17,6,12,0
2019-10-29,South Baldy Ridge,16,4,9,0
2019-10-29,Indian Ridge,20,4,11.9,0
2019-10-29,Baldy Summit,11,-1,4.6,0
2019-10-29,Orchard House,22,4,13.3,0
2019-10-28,Orchard House,30,15,24.4,0
2019-10-28,South Baldy Ridge,24,7,18.1,0
2019-10-28,Indian Ridge,28,13,22.6,0
2019-10-28,Sanfoin Bench,30,18,26,0
2019-10-28,Baldy Draw,27,12,21.9,0
2019-10-28,Baldy Summit,21,2,14.4,0
2019-10-27,Baldy Draw,31,21,26.3,0
2019-10-27,Sanfoin Bench,38,26,31.2,0
2019-10-27,South Baldy Ridge,28,20,23.6,0
2019-10-27,Indian Ridge,34,21,27.3,0
2019-10-27,Baldy Summit,24,15,19.5,0
2019-10-27,Orchard House,37,22,28.4,0
2019-10-26,Orchard House,52,28,37,0
2019-10-26,South Baldy Ridge,46,24,31.2,0
2019-10-26,Sanfoin Bench,51,27,37.5,0
2019-10-26,Indian Ridge,50,26,35,0
2019-10-26,Baldy Draw,47,26,32.8,0
2019-10-26,Baldy Summit,42,19,26.9,0
2019-10-25,Baldy Draw,65,42,51.1,0
2019-10-25,Orchard House,71,33,49.4,0
2019-10-25,South Baldy Ridge,62,43,50.1,0
2019-10-25,Sanfoin Bench,71,31,47.7,0
2019-10-25,Baldy Summit,57,40,46.2,0
2019-10-25,Indian Ridge,67,36,48.8,0
2019-10-24,Sanfoin Bench,50,26,38.7,0
2019-10-24,South Baldy Ridge,44,29,37.5,0
2019-10-24,Indian Ridge,46,28,37.8,0
2019-10-24,Baldy Draw,46,32,41,0
2019-10-24,Orchard House,49,27,38.2,0
2019-10-24,Baldy Summit,41,27,33.3,0
2019-10-23,Baldy Summit,36,30,33.1,0
2019-10-23,Orchard House,49,37,43.7,0
2019-10-23,Baldy Draw,42,36,39.5,0
2019-10-23,Indian Ridge,46,38,42.2,0
2019-10-23,South Baldy Ridge,42,36,38,0
2019-10-23,Sanfoin Bench,49,38,44.6,0
2019-10-22,South Baldy Ridge,49,38,42.3,0.2
2019-10-22,Baldy Draw,54,39,44.2,0.2
2019-10-22,Baldy Summit,44,34,37.8,0.2
2019-10-22,Sanfoin Bench,60,40,47.2,0.1
2019-10-22,Indian Ridge,55,38,45.9,0.2
2019-10-22,Orchard House,58,40,47.4,0.1
2019-10-21,South Baldy Ridge,41,32,36.8,0.1
2019-10-21,Baldy Summit,35,33,33.8,0.1
2019-10-21,Baldy Draw,44,32,37.2,0.1
2019-10-21,Indian Ridge,47,33,39.2,0.1
2019-10-21,Orchard House,50,35,41.3,0.1
2019-10-21,Sanfoin Bench,50,35,41.3,0.1
2019-10-20,Baldy Draw,40,32,35.6,0
2019-10-20,Orchard House,47,35,39.7,0
2019-10-20,Indian Ridge,43,34,38.1,0
2019-10-20,Sanfoin Bench,47,35,39.8,0
2019-10-20,Baldy Summit,32,28,29.1,0
